Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
L1339,Male,No,0,Not Graduate,No,399743,408859,459035,1,771,Semiurban,Y
L1340,Female,Yes,1,Not Graduate,No,74477,409895,1175822,2,263,Rural,N
L1341,Female,No,2,Not Graduate,Yes,149466,223636,1336234,4,866,Urban,Y
L1342,Male,No,0,Graduate,Yes,491400,481022,4713584,1,409,Rural,N
L1343,Male,No,1,Graduate,Yes,127647,83606,2039,3,852,Rural,Y
L1344,Female,Yes,1,Not Graduate,No,40503,406593,2582540,2,223,Rural,N
L1345,Female,Yes,2,Not Graduate,Yes,71485,33728,3589633,1,695,Rural,Y
L1346,Male,No,0,Not Graduate,Yes,116002,83453,216543,1,418,Urban,N
L1347,Male,No,1,Graduate,No,251256,156749,4655388,1,785,Semiurban,Y
L1348,Male,Yes,1,Not Graduate,Yes,40723,50471,154797,2,743,Urban,Y
L1349,Female,Yes,0,Graduate,No,55349,443059,861180,2,477,Semiurban,Y
L1350,Male,Yes,2,Not Graduate,No,271085,5984,1464032,3,577,Urban,N
L1351,Male,Yes,2,Graduate,No,466204,111208,2187856,4,657,Semiurban,Y
L1352,Male,Yes,1,Not Graduate,No,150013,247963,4287061,4,125,Rural,N
L1353,Male,No,0,Not Graduate,Yes,456521,358093,2477029,4,628,Semiurban,Y
L1354,Female,No,3+,Graduate,Yes,494376,417496,828787,3,498,Urban,Y
L1355,Female,No,2,Not Graduate,No,45043,37067,1160757,4,716,Rural,Y
L1356,Female,No,3+,Graduate,Yes,43525,194530,3949653,2,733,Semiurban,Y
L1357,Female,Yes,2,Not Graduate,Yes,179720,123154,1342531,4,298,Semiurban,N
L1358,Female,Yes,2,Not Graduate,No,132888,342594,4537922,1,262,Semiurban,N
L1359,Male,No,2,Not Graduate,No,449935,300585,4282051,2,202,Urban,N
L1360,Male,No,1,Not Graduate,No,104039,350629,3414856,4,927,Semiurban,Y
L1361,Male,Yes,2,Not Graduate,Yes,230517,69636,2376149,2,433,Urban,N
L1362,Male,Yes,0,Graduate,No,332347,305483,4547802,3,379,Urban,N
L1363,Female,Yes,0,Graduate,No,366329,411725,3790490,4,462,Rural,N
L1364,Male,No,2,Graduate,Yes,163450,417751,1896016,3,419,Urban,N
L1365,Female,No,3+,Not Graduate,No,362734,191236,2539625,1,337,Urban,N
L1366,Female,No,0,Not Graduate,No,345211,144655,231794,4,675,Urban,Y
L1367,Female,No,0,Not Graduate,Yes,42885,264315,1601115,2,593,Urban,N
L1368,Male,Yes,2,Not Graduate,Yes,135169,385471,791418,2,48,Rural,Y
L1369,Female,Yes,1,Graduate,Yes,39956,437887,4406179,3,251,Urban,N
L1370,Female,No,0,Not Graduate,Yes,54745,63444,90395,3,595,Rural,Y
L1371,Female,Yes,2,Graduate,Yes,315462,198739,4959251,2,907,Urban,Y
L1372,Female,No,3+,Graduate,Yes,282858,414646,3127906,2,187,Rural,N
L1373,Male,Yes,1,Graduate,No,250246,398298,4457500,4,71,Rural,N
L1374,Male,No,3+,Graduate,Yes,422581,342328,154269,1,190,Semiurban,Y
L1375,Female,Yes,1,Graduate,Yes,170853,868,4838,4,930,Rural,Y
L1376,Male,Yes,0,Graduate,Yes,11356,85825,1848801,4,135,Rural,N
L1377,Male,Yes,0,Not Graduate,Yes,353144,491352,3269423,4,710,Semiurban,Y
L1378,Male,Yes,2,Not Graduate,No,341141,282414,3234624,3,288,Semiurban,N
L1379,Male,No,1,Graduate,Yes,389356,59775,4692902,3,493,Rural,N
L1380,Female,No,1,Not Graduate,No,159562,33005,3838085,4,674,Semiurban,Y
L1381,Male,No,3+,Not Graduate,No,245516,25855,4324908,3,595,Urban,N
L1382,Male,No,0,Graduate,Yes,159519,159582,585820,1,945,Rural,Y
L1383,Male,No,0,Graduate,No,30498,449397,1945834,2,851,Semiurban,Y
L1384,Female,No,3+,Graduate,Yes,497624,425109,1146443,1,707,Rural,Y
L1385,Male,Yes,2,Graduate,Yes,288787,162359,2731805,1,246,Semiurban,N
L1386,Male,Yes,1,Not Graduate,Yes,443073,417588,1319341,2,235,Urban,Y
L1387,Female,Yes,2,Graduate,No,169749,151587,4150302,2,197,Urban,N
L1388,Male,Yes,2,Graduate,Yes,90916,257142,4506273,3,870,Rural,Y
L1389,Female,Yes,0,Graduate,Yes,154404,282952,3708036,3,311,Rural,N
L1390,Male,Yes,1,Graduate,No,314935,441267,3500343,3,799,Urban,Y
L1391,Female,No,2,Not Graduate,No,115376,310675,669761,1,496,Urban,N
L1392,Female,No,2,Graduate,Yes,54140,311579,681215,4,851,Semiurban,Y
L1393,Female,No,3+,Not Graduate,No,310916,226852,1458125,4,124,Semiurban,Y
L1394,Male,Yes,3+,Graduate,No,201229,369220,1059979,3,243,Rural,Y
L1395,Female,Yes,2,Graduate,Yes,268395,286832,4818348,4,403,Rural,N
L1396,Female,Yes,1,Graduate,No,475441,382522,4313071,1,221,Rural,N
L1397,Female,Yes,3+,Graduate,Yes,385190,234088,1939944,4,727,Urban,Y
L1398,Female,No,2,Not Graduate,No,229383,184557,4373742,1,188,Semiurban,N
L1399,Male,Yes,3+,Not Graduate,Yes,441526,173835,582032,4,491,Urban,Y
L1400,Female,Yes,2,Graduate,Yes,395673,319914,1685606,2,556,Semiurban,N
L1401,Male,Yes,1,Graduate,No,280289,291151,4659628,2,352,Rural,N
L1402,Male,Yes,2,Not Graduate,Yes,448047,2024,2081921,1,684,Urban,Y
L1403,Female,Yes,2,Not Graduate,Yes,342349,61741,4775500,2,95,Rural,N
L1404,Female,Yes,0,Graduate,No,469063,318568,2723253,2,665,Semiurban,Y
L1405,Female,No,0,Not Graduate,Yes,462939,30036,2810212,3,606,Urban,N
L1406,Male,Yes,3+,Graduate,No,280788,43163,1539755,2,496,Urban,N
L1407,Male,No,2,Not Graduate,Yes,366068,407208,2026828,2,371,Semiurban,N
L1408,Female,Yes,0,Not Graduate,No,314324,26204,3996737,4,562,Rural,N
L1409,Female,No,1,Not Graduate,Yes,123711,245128,3792427,1,158,Semiurban,N
L1410,Male,No,2,Graduate,Yes,57820,239473,688142,2,29,Urban,N
L1411,Male,Yes,1,Graduate,Yes,187870,269918,830643,1,467,Semiurban,N
L1412,Male,No,1,Not Graduate,No,414823,164663,143336,2,568,Semiurban,Y
L1413,Male,No,3+,Graduate,Yes,307991,144706,3859675,3,895,Urban,Y
L1414,Male,No,1,Not Graduate,Yes,104093,333993,102259,3,457,Rural,Y
L1415,Female,Yes,2,Graduate,No,294182,466181,3090598,1,7,Rural,N
L1416,Male,Yes,2,Not Graduate,Yes,48204,218007,1601187,1,762,Urban,Y
L1417,Female,No,1,Graduate,Yes,277370,227520,2649833,2,448,Semiurban,N
L1418,Female,Yes,2,Graduate,No,327662,486401,1350386,4,646,Rural,Y
L1419,Female,Yes,3+,Not Graduate,Yes,152061,228977,2512221,2,90,Rural,N
L1420,Female,No,3+,Graduate,No,69243,397401,4464675,1,77,Semiurban,N
L1421,Female,No,1,Graduate,No,350465,34540,4407617,3,128,Urban,N
L1422,Female,Yes,2,Graduate,No,227212,391607,2287697,3,277,Urban,N
L1423,Male,No,1,Graduate,No,31275,367131,2712321,1,310,Semiurban,N
L1424,Male,No,3+,Graduate,No,265458,393878,3404356,3,716,Rural,Y
L1425,Male,Yes,2,Graduate,No,483550,436459,1806285,2,119,Semiurban,N
L1426,Male,Yes,2,Graduate,No,15002,447561,1831799,1,371,Rural,N
L1427,Male,No,2,Not Graduate,No,451738,287185,793902,3,534,Semiurban,Y
L1428,Male,Yes,0,Graduate,Yes,50511,438199,3098471,1,215,Rural,N
L1429,Male,Yes,1,Not Graduate,No,272233,99698,463855,4,854,Rural,Y
L1430,Female,Yes,2,Graduate,Yes,298374,442871,237352,3,898,Rural,Y
L1431,Male,No,3+,Graduate,No,337410,225610,1744169,4,556,Rural,Y
L1432,Female,No,3+,Not Graduate,No,332598,106317,1714695,2,360,Rural,N
L1433,Female,No,1,Not Graduate,Yes,275154,9996,974367,1,461,Urban,N
L1434,Male,Yes,3+,Graduate,No,132693,151238,3833512,2,634,Semiurban,N
L1435,Male,No,3+,Graduate,No,403717,367355,4331800,4,172,Urban,N
L1436,Male,No,1,Graduate,No,246761,484362,979671,4,686,Rural,Y
L1437,Female,No,3+,Graduate,No,362864,482106,656000,2,515,Urban,Y
L1438,Male,No,3+,Not Graduate,No,327913,60909,4559877,3,6,Rural,N
L1439,Female,Yes,1,Graduate,Yes,378258,105964,2857197,2,713,Urban,Y
L1440,Male,No,3+,Not Graduate,Yes,410971,355573,4992611,1,269,Urban,N
L1441,Male,Yes,3+,Not Graduate,No,468701,176005,1505242,1,22,Rural,N
L1442,Male,Yes,3+,Graduate,No,421400,489707,588086,2,389,Rural,Y
L1443,Female,Yes,2,Graduate,Yes,137451,268196,4625376,1,374,Rural,N
L1444,Male,No,2,Graduate,Yes,459122,204734,2817646,1,716,Urban,Y
L1445,Male,Yes,2,Graduate,No,481836,88419,336150,1,749,Urban,Y
L1446,Female,No,1,Graduate,No,407284,222923,2219192,4,839,Urban,Y
L1447,Male,No,1,Graduate,No,209677,105244,2265620,2,744,Urban,Y
L1448,Male,No,3+,Graduate,Yes,391717,349346,2312718,1,137,Rural,N
L1449,Male,No,3+,Graduate,Yes,138954,313890,2346518,4,182,Urban,N
L1450,Female,Yes,0,Graduate,Yes,157998,122897,1918501,3,646,Semiurban,N
L1451,Male,Yes,2,Not Graduate,No,159886,358010,1676444,4,6,Rural,Y
L1452,Male,No,2,Graduate,Yes,41771,132125,3725224,4,466,Rural,N
L1453,Male,No,3+,Graduate,No,226505,328958,4565958,1,667,Rural,Y
L1454,Female,Yes,0,Graduate,Yes,86577,426206,2245802,4,493,Rural,N
L1455,Male,No,0,Graduate,Yes,407628,408843,1425999,4,437,Urban,Y
L1456,Male,Yes,2,Graduate,Yes,479971,62811,3572135,1,375,Rural,N
L1457,Male,No,1,Not Graduate,Yes,472617,318707,1725635,3,12,Urban,Y
L1458,Female,Yes,1,Graduate,Yes,220585,455416,865652,2,375,Semiurban,Y
L1459,Male,No,0,Not Graduate,Yes,159981,28205,375879,3,522,Rural,Y
L1460,Female,Yes,3+,Not Graduate,Yes,435202,100023,4488776,3,67,Semiurban,N
L1461,Male,Yes,2,Graduate,Yes,296547,437700,1050627,3,560,Rural,Y
L1462,Male,Yes,2,Graduate,No,339889,369549,128533,1,456,Rural,Y
L1463,Female,No,2,Graduate,No,135810,22753,2083023,2,904,Semiurban,Y
L1464,Male,No,3+,Not Graduate,No,449822,294114,105698,2,482,Urban,Y
L1465,Male,Yes,1,Graduate,No,32030,284605,1139914,2,557,Urban,N
L1466,Female,No,3+,Graduate,Yes,159968,212636,3174249,3,946,Semiurban,Y
L1467,Female,No,3+,Graduate,No,96635,485198,3722554,3,591,Urban,N
L1468,Female,No,1,Not Graduate,Yes,98195,273843,4151565,2,17,Urban,N
L1469,Female,Yes,1,Not Graduate,No,103269,208201,1993807,3,591,Urban,N
L1470,Male,Yes,3+,Not Graduate,Yes,147503,8792,467092,2,243,Semiurban,N
L1471,Male,No,0,Graduate,No,326874,104404,605263,2,123,Urban,Y
L1472,Male,Yes,2,Not Graduate,No,416914,57403,4600829,2,842,Urban,Y
L1473,Female,No,1,Graduate,Yes,481017,396941,1775332,4,468,Rural,Y
L1474,Female,Yes,1,Not Graduate,No,255683,238387,1839604,2,532,Semiurban,N
L1475,Female,Yes,3+,Not Graduate,Yes,89606,50852,4525303,3,2,Urban,N
L1476,Female,No,0,Not Graduate,Yes,250440,425067,3134335,2,462,Semiurban,N
L1477,Female,Yes,1,Graduate,No,185377,432568,4188297,2,367,Urban,N
L1478,Female,Yes,0,Not Graduate,Yes,404013,265809,3009141,4,687,Rural,Y
L1479,Female,Yes,3+,Graduate,Yes,376111,293555,158766,2,394,Semiurban,Y
L1480,Female,No,2,Not Graduate,Yes,321362,302430,508635,4,155,Urban,Y
L1481,Female,Yes,3+,Graduate,Yes,414092,34203,3916646,3,397,Semiurban,N
L1482,Female,No,0,Not Graduate,No,123165,468708,4663249,1,156,Semiurban,N
L1483,Male,Yes,1,Graduate,No,66403,411130,4968693,2,61,Urban,N
L1484,Male,No,2,Not Graduate,Yes,291665,122517,1909219,4,578,Rural,N
L1485,Male,No,1,Graduate,No,180267,23955,145955,3,103,Urban,Y
L1486,Female,Yes,3+,Graduate,No,292755,216218,3161232,4,612,Rural,N
L1487,Female,No,3+,Not Graduate,Yes,45739,486036,875407,1,51,Rural,N
L1488,Female,Yes,0,Graduate,Yes,443719,336804,3022470,2,67,Rural,N
L1489,Male,Yes,0,Not Graduate,No,294163,52668,857546,4,553,Urban,Y
L1490,Male,Yes,0,Graduate,Yes,28000,280046,2595081,3,404,Semiurban,N
L1491,Male,No,3+,Not Graduate,No,226908,33461,2410989,1,424,Urban,N
L1492,Male,Yes,3+,Graduate,No,147546,74133,1480526,2,340,Rural,N
L1493,Male,Yes,3+,Graduate,No,95800,257338,2433923,1,700,Semiurban,Y
L1494,Male,No,0,Not Graduate,No,345285,97579,49589,4,765,Semiurban,Y
L1495,Female,No,3+,Not Graduate,Yes,315451,370099,2911491,1,496,Semiurban,N
L1496,Male,No,0,Not Graduate,No,434011,286310,4611561,4,834,Urban,Y
L1497,Female,Yes,3+,Graduate,No,129133,207590,3095141,1,896,Semiurban,Y
L1498,Female,Yes,2,Graduate,No,46787,484279,4991180,2,450,Urban,N
L1499,Male,Yes,2,Not Graduate,Yes,153459,25483,109281,2,30,Rural,Y
L1500,Female,No,3+,Graduate,Yes,239419,240878,3995392,1,741,Rural,Y
L1501,Male,No,3+,Not Graduate,No,197658,625,4643164,3,354,Urban,N
L1502,Female,Yes,0,Graduate,No,122599,44817,3215239,4,893,Rural,Y
L1503,Female,No,0,Graduate,Yes,263177,64830,4486892,1,924,Urban,Y
L1504,Male,Yes,2,Graduate,No,195375,445618,1057783,1,268,Semiurban,N
L1505,Female,No,0,Graduate,Yes,341098,215813,1493337,3,45,Urban,Y
L1506,Male,No,1,Graduate,Yes,53196,469679,2155486,1,331,Rural,N
L1507,Male,Yes,3+,Not Graduate,Yes,341091,470322,1239697,2,287,Semiurban,Y
L1508,Male,Yes,3+,Graduate,Yes,196081,441384,1513828,3,432,Rural,Y
L1509,Male,Yes,2,Graduate,No,124153,85762,1719544,4,236,Urban,N
L1510,Male,No,1,Graduate,Yes,52022,369755,3821034,4,597,Semiurban,N
L1511,Male,Yes,2,Not Graduate,No,38330,312953,3524028,2,647,Semiurban,N
L1512,Female,No,1,Graduate,Yes,128031,182269,2081220,3,664,Urban,Y
L1513,Male,No,2,Graduate,No,188951,38713,3889055,4,786,Semiurban,Y
L1514,Male,No,2,Not Graduate,Yes,83749,156176,2725543,4,500,Semiurban,N
L1515,Male,Yes,3+,Not Graduate,No,116117,119026,4044415,4,943,Urban,Y
L1516,Female,No,3+,Not Graduate,No,186827,228709,3837242,3,279,Semiurban,N
L1517,Male,No,2,Graduate,No,12075,21636,22013,4,839,Rural,Y
L1518,Male,No,0,Graduate,No,235524,406533,4342595,2,189,Urban,N
L1519,Female,No,3+,Graduate,Yes,399279,10471,4948025,4,774,Semiurban,Y
L1520,Male,No,1,Not Graduate,Yes,414692,28295,289128,4,262,Semiurban,Y
L1521,Male,Yes,0,Not Graduate,No,497384,25350,4416270,4,462,Rural,N
L1522,Male,No,0,Not Graduate,No,114778,497110,587433,4,0,Semiurban,Y
L1523,Female,No,0,Graduate,No,97388,361913,2330674,4,877,Rural,Y
L1524,Male,Yes,0,Not Graduate,Yes,152506,467000,1719067,2,565,Urban,N
L1525,Female,Yes,2,Graduate,No,373543,375772,92239,1,736,Semiurban,Y
L1526,Male,No,0,Graduate,No,45868,457813,2135020,2,339,Rural,N
L1527,Male,No,0,Not Graduate,No,277293,1263,1149647,2,611,Semiurban,N
L1528,Male,No,3+,Graduate,No,298829,321494,701155,1,202,Semiurban,N
L1529,Male,Yes,0,Graduate,Yes,25572,299710,1694682,2,235,Semiurban,N
L1530,Male,No,1,Graduate,Yes,93495,277305,195867,3,402,Rural,Y
L1531,Male,No,2,Graduate,No,283571,206652,960839,3,132,Semiurban,Y
L1532,Male,Yes,0,Graduate,No,272897,493011,1313492,2,201,Urban,Y
L1533,Male,Yes,3+,Graduate,No,306940,13292,3359146,2,565,Urban,N
L1534,Female,Yes,3+,Graduate,Yes,245957,446246,1009633,1,464,Semiurban,N
L1535,Female,Yes,3+,Not Graduate,Yes,333739,188555,2539159,1,298,Semiurban,N
L1536,Female,No,2,Not Graduate,No,366460,436387,1690889,4,52,Urban,Y
L1537,Male,No,2,Graduate,No,259517,157003,2373272,4,259,Semiurban,N
L1538,Female,No,0,Not Graduate,No,120973,281370,863057,4,914,Semiurban,Y
L1539,Male,Yes,3+,Not Graduate,Yes,108260,486274,394815,3,260,Rural,Y
L1540,Male,Yes,3+,Graduate,No,448318,163252,4056103,3,647,Urban,N
L1541,Male,Yes,1,Graduate,Yes,440386,299790,87687,4,906,Rural,Y
L1542,Male,No,3+,Not Graduate,No,367926,206139,3335372,3,692,Semiurban,Y
L1543,Male,No,3+,Graduate,Yes,15310,419783,2794081,4,837,Rural,Y
L1544,Male,No,3+,Graduate,No,127613,167017,4499067,4,637,Semiurban,N
L1545,Male,Yes,0,Not Graduate,Yes,412364,115037,4547893,4,238,Urban,N
L1546,Female,Yes,2,Not Graduate,No,249992,399132,3963802,3,436,Rural,N
L1547,Female,No,3+,Not Graduate,Yes,158540,242002,2541610,4,450,Urban,N
L1548,Male,Yes,2,Graduate,Yes,434298,50096,2330226,4,642,Rural,N
L1549,Male,No,0,Not Graduate,No,215699,130269,3910555,4,398,Urban,N
L1550,Female,No,2,Graduate,Yes,308750,196606,2531461,3,408,Rural,N
L1551,Male,Yes,3+,Not Graduate,No,327925,250971,2422771,3,591,Semiurban,N
L1552,Female,Yes,1,Not Graduate,Yes,64536,177886,81099,1,908,Rural,Y
L1553,Female,Yes,3+,Graduate,No,486401,220097,579091,3,932,Rural,Y
L1554,Female,No,3+,Graduate,Yes,149025,345087,2614187,4,713,Rural,Y
L1555,Female,Yes,0,Graduate,Yes,323278,204035,3315847,4,463,Semiurban,N
L1556,Male,Yes,0,Not Graduate,No,414881,303637,2231595,4,247,Semiurban,Y
L1557,Female,Yes,0,Not Graduate,No,476091,227485,2003816,2,544,Rural,N
L1558,Female,Yes,1,Graduate,Yes,108110,394728,1343845,2,836,Semiurban,Y
L1559,Male,No,1,Graduate,Yes,387490,251454,1834069,4,613,Semiurban,Y
L1560,Male,No,3+,Graduate,No,46225,2683,3296656,3,414,Urban,N
L1561,Male,Yes,0,Not Graduate,No,374862,147083,1612049,3,213,Semiurban,N
L1562,Male,Yes,3+,Graduate,No,102554,328324,3114445,4,557,Rural,N
L1563,Female,Yes,2,Graduate,Yes,63716,124061,3322787,4,12,Urban,N
L1564,Male,Yes,3+,Graduate,Yes,472606,257684,309098,3,387,Urban,Y
L1565,Male,No,1,Not Graduate,Yes,196117,126312,2883219,4,781,Urban,Y
L1566,Male,Yes,3+,Graduate,No,456082,348812,4296415,2,107,Rural,N
L1567,Male,Yes,0,Graduate,Yes,116500,251870,323459,1,701,Semiurban,Y
L1568,Female,Yes,1,Graduate,No,334954,467982,3955524,3,325,Rural,N
L1569,Male,Yes,1,Graduate,No,135643,143955,4735301,4,796,Rural,Y
L1570,Male,Yes,3+,Not Graduate,No,237214,285431,3176262,2,577,Urban,N
L1571,Male,No,2,Graduate,Yes,64820,107380,3371949,1,498,Semiurban,N
L1572,Female,Yes,3+,Not Graduate,Yes,68376,257647,4103843,3,621,Rural,N
L1573,Male,Yes,0,Not Graduate,No,266516,66639,3582752,1,608,Rural,N
L1574,Female,No,0,Graduate,No,36027,126642,3865049,2,605,Semiurban,N
L1575,Male,Yes,3+,Not Graduate,No,47180,458736,2685435,1,429,Semiurban,N
L1576,Female,No,1,Not Graduate,Yes,277287,459713,4436218,1,54,Rural,N
L1577,Female,Yes,0,Not Graduate,No,21843,401206,4471947,4,299,Semiurban,N
L1578,Male,Yes,3+,Graduate,No,438027,449379,1108929,2,345,Semiurban,Y
L1579,Male,No,2,Graduate,No,26911,345311,3298579,4,647,Rural,N
L1580,Female,No,0,Not Graduate,Yes,331178,147110,3019361,3,302,Urban,N
L1581,Female,No,3+,Graduate,No,82924,10219,12370,3,720,Semiurban,Y
L1582,Male,No,0,Graduate,No,377825,389103,2727350,2,28,Rural,N
L1583,Female,Yes,0,Graduate,No,247563,336514,3929159,1,148,Urban,N
L1584,Male,No,2,Not Graduate,No,332548,340327,4657937,3,520,Semiurban,N
L1585,Female,Yes,3+,Graduate,Yes,412281,160423,1108216,4,857,Semiurban,Y
L1586,Male,No,1,Graduate,No,397809,185767,1402381,2,575,Semiurban,N
L1587,Male,Yes,2,Graduate,Yes,400692,461634,669479,2,586,Semiurban,Y
L1588,Female,Yes,0,Graduate,Yes,462447,380544,2492269,1,22,Urban,N
L1589,Female,Yes,1,Graduate,Yes,173597,441346,2532599,4,25,Semiurban,N
L1590,Male,No,1,Graduate,No,430970,315336,439784,1,126,Rural,Y
L1591,Male,No,3+,Graduate,Yes,454343,483817,2389095,2,596,Semiurban,N
L1592,Male,No,1,Not Graduate,No,495011,233704,2558922,3,181,Rural,N
L1593,Male,No,2,Not Graduate,No,83084,56077,931136,3,81,Urban,N
L1594,Female,No,1,Not Graduate,No,397639,376015,135375,4,848,Semiurban,Y
L1595,Female,Yes,3+,Graduate,Yes,180664,125008,4702124,3,397,Urban,N
L1596,Female,No,0,Graduate,No,13086,366426,4262044,4,400,Rural,N
L1597,Female,No,1,Not Graduate,No,333030,204514,4109258,2,816,Semiurban,Y
L1598,Female,Yes,1,Not Graduate,No,378234,99047,2547218,1,730,Semiurban,Y
L1599,Female,Yes,3+,Not Graduate,No,294895,427278,1225938,3,19,Urban,Y
L1600,Female,No,3+,Not Graduate,No,462354,263423,1274453,3,794,Semiurban,Y
L1601,Male,No,1,Graduate,Yes,495262,89043,699638,4,823,Semiurban,Y
L1602,Female,No,1,Not Graduate,Yes,13806,203822,2877128,1,523,Semiurban,N
L1603,Male,Yes,3+,Not Graduate,Yes,492568,189709,1993497,4,927,Rural,Y
L1604,Female,Yes,0,Not Graduate,Yes,63552,140071,2034665,4,561,Rural,N
L1605,Male,No,2,Graduate,Yes,213730,413189,3594916,1,110,Rural,N
L1606,Female,No,2,Graduate,Yes,246684,255818,4725248,2,382,Urban,N
L1607,Male,Yes,2,Graduate,No,486851,421503,3711955,2,161,Rural,N
L1608,Male,No,0,Graduate,Yes,98604,139012,3425109,4,823,Semiurban,Y
L1609,Female,Yes,2,Graduate,No,246875,154117,4623195,2,214,Rural,N
L1610,Female,No,2,Graduate,Yes,414148,454539,3700324,3,484,Urban,N
L1611,Female,No,3+,Graduate,Yes,344555,153013,1295320,1,503,Urban,N
L1612,Male,Yes,2,Graduate,Yes,34890,231595,4171716,1,762,Rural,Y
L1613,Female,Yes,3+,Not Graduate,No,340516,447846,1504100,2,603,Rural,N
L1614,Male,Yes,1,Not Graduate,Yes,104092,123901,54208,3,183,Semiurban,Y
L1615,Male,Yes,3+,Not Graduate,Yes,196413,101972,2978479,3,576,Urban,N
L1616,Female,No,3+,Graduate,Yes,391031,426138,3037924,1,530,Semiurban,N
L1617,Female,Yes,0,Graduate,Yes,261246,314388,2791343,1,508,Rural,N
L1618,Male,Yes,2,Graduate,No,201988,305815,393540,3,929,Semiurban,Y
L1619,Male,No,0,Graduate,Yes,417652,119863,3791824,4,96,Urban,N
L1620,Female,No,0,Not Graduate,Yes,406674,342656,4221030,2,159,Rural,N
L1621,Female,No,0,Graduate,No,132202,369536,4976698,2,122,Urban,N
L1622,Male,No,0,Graduate,No,154920,154105,4562770,2,537,Rural,N
L1623,Female,No,1,Not Graduate,No,386002,387178,3633161,4,934,Urban,Y
L1624,Male,Yes,1,Not Graduate,No,304243,379980,3011537,2,614,Rural,N
L1625,Male,No,2,Graduate,No,37711,4775,1149226,2,452,Rural,N
L1626,Male,No,1,Not Graduate,Yes,107618,431934,1870630,2,481,Urban,N
L1627,Female,No,3+,Not Graduate,Yes,274041,29902,815827,1,683,Rural,Y
L1628,Female,Yes,0,Not Graduate,No,156382,403693,2171419,1,155,Urban,N
L1629,Male,Yes,3+,Graduate,Yes,110362,248783,1813660,3,394,Rural,N
L1630,Female,No,3+,Graduate,Yes,360619,360156,4603944,4,430,Semiurban,N
L1631,Male,No,1,Not Graduate,No,297075,54098,1767467,2,530,Urban,N
L1632,Male,Yes,1,Not Graduate,No,466244,178348,2698138,2,518,Urban,N
L1633,Male,Yes,1,Graduate,Yes,194227,272853,1781602,3,665,Rural,Y
L1634,Female,Yes,0,Graduate,No,161760,173699,2476643,4,800,Rural,Y
L1635,Female,Yes,2,Not Graduate,No,42711,455841,2908701,3,452,Urban,N
L1636,Male,No,2,Not Graduate,No,393285,392883,3163861,3,879,Urban,Y
L1637,Female,Yes,1,Graduate,No,438773,372855,3234255,2,694,Urban,Y
L1638,Female,Yes,0,Graduate,No,101402,469818,1220650,3,533,Urban,Y
L1639,Male,No,2,Not Graduate,No,171947,361378,425998,4,624,Rural,Y
L1640,Female,Yes,2,Graduate,Yes,462751,199664,806312,3,149,Rural,Y
L1641,Female,No,2,Graduate,No,355611,390705,2915956,3,294,Urban,N
L1642,Female,No,2,Not Graduate,No,181179,346016,3599506,3,315,Rural,N
L1643,Female,No,0,Not Graduate,Yes,40476,345858,286202,4,497,Semiurban,Y
L1644,Male,Yes,2,Not Graduate,Yes,130203,193783,348324,1,873,Semiurban,Y
L1645,Female,No,2,Graduate,No,292271,165430,4949584,2,937,Semiurban,Y
L1646,Female,No,2,Graduate,Yes,155540,72371,3130713,1,204,Rural,N
L1647,Male,Yes,3+,Graduate,No,243245,151287,4080024,1,406,Urban,N
L1648,Female,No,2,Not Graduate,Yes,340306,156765,4688707,3,389,Semiurban,N
L1649,Male,Yes,3+,Not Graduate,No,16457,280486,1195607,3,671,Rural,Y
L1650,Male,Yes,0,Graduate,No,124717,288710,2319366,3,421,Urban,N
L1651,Male,No,1,Not Graduate,No,148161,182140,3028496,4,846,Semiurban,Y
L1652,Male,Yes,2,Graduate,No,359118,259823,4595818,3,654,Semiurban,Y
L1653,Female,No,0,Not Graduate,Yes,47182,465975,363842,1,412,Urban,Y
L1654,Female,No,3+,Graduate,No,205184,38690,392336,3,887,Rural,Y
L1655,Male,Yes,3+,Graduate,Yes,446252,277233,2571698,2,734,Semiurban,Y
L1656,Female,Yes,0,Graduate,Yes,425959,273355,894943,3,263,Rural,Y
L1657,Female,Yes,3+,Not Graduate,No,194415,191464,3066392,3,14,Urban,N
L1658,Female,No,1,Graduate,No,334010,490760,3090059,2,20,Urban,N
L1659,Female,No,2,Not Graduate,Yes,56457,83493,1132159,4,607,Rural,N
L1660,Female,No,3+,Graduate,No,118716,472048,4733395,1,114,Rural,N
L1661,Male,No,2,Graduate,No,152965,154792,3031146,1,380,Urban,N
L1662,Female,No,2,Graduate,Yes,117599,336745,2851408,3,452,Rural,N
L1663,Male,No,0,Graduate,Yes,93325,215842,1752757,3,689,Urban,Y
L1664,Female,No,3+,Graduate,No,32642,398583,3256396,2,431,Rural,N
L1665,Male,No,3+,Graduate,No,81801,46518,3550376,4,902,Urban,Y
L1666,Female,No,1,Not Graduate,No,157060,360986,2049916,3,678,Urban,Y
L1667,Male,No,2,Not Graduate,Yes,224808,324951,293852,3,600,Urban,Y
L1668,Male,Yes,0,Graduate,No,406117,282299,2678693,1,326,Semiurban,N
L1669,Male,No,2,Not Graduate,Yes,63183,275588,2071561,2,196,Urban,N
L1670,Female,No,2,Graduate,No,202331,305700,2211907,4,54,Urban,N
